site,year,block,plot,pd,pd_fac,rate,seedling_n,sp1_gc,sp2_gc,sp3_gc,canopy_cover,sp1,sp2,sp3,rye_g,weed_g,RCI_weeds,GDD_greenup,GDD_anthesis,soil_n,soil_pH,soil_p,soil_om,rate.adj
MA,2023,1,102,9/21/2022,1,25,24,CAPBP,na,na,59.24,CAPBP,STEME,na,153,6.2,-0.766037736,1150.70,1935.59,3.55,6.83,526,2.39,30
MA,2023,1,103,9/21/2022,1,50,37,CAPBP,na,na,62.58,CAPBP,STEME,na,184.1,5.3,-0.8,1150.70,1935.59,3.55,6.83,526,2.39,60
MA,2023,1,104,9/21/2022,1,105,79,CAPBP,na,na,48.78,CAPBP,STEME,na,162.2,3.4,-0.871698113,1150.70,1935.59,3.55,6.83,526,2.39,120
MA,2023,1,105,9/21/2022,1,15,14,CAPBP,na,na,54.92,CAPBP,STEME,na,154.6,10.8,-0.59245283,1150.70,1935.59,3.55,6.83,526,2.39,15
MA,2023,1,106,9/21/2022,1,0,0,CAPBP,na,na,5.16,CAPBP,STEME,na,0,26.5,0,1150.70,1935.59,3.55,6.83,526,2.39,0
MA,2023,1,111,10/28/2022,3,80,49,na,na,na,19.15,CHEAL,STEME,na,60.9,0,-1,603.18,1388.07,2.75,6.86,561,2.25,90
MA,2023,1,112,10/28/2022,3,0,0,na,na,na,0.11,CHEAL,STEME,na,0,10.1,0,603.18,1388.07,2.75,6.86,561,2.25,0
MA,2023,1,113,10/28/2022,3,25,14,na,na,na,11.7,CHEAL,STEME,na,48.5,0.6,-0.940594059,603.18,1388.07,2.75,6.86,561,2.25,30
MA,2023,1,114,10/28/2022,3,15,6,na,na,na,5.05,CHEAL,STEME,na,28.8,0.4,-0.96039604,603.18,1388.07,2.75,6.86,561,2.25,15
MA,2023,1,115,10/28/2022,3,50,26,na,na,na,12,CHEAL,STEME,na,42.9,0.5,-0.95049505,603.18,1388.07,2.75,6.86,561,2.25,60
MA,2023,1,116,10/28/2022,3,105,47,na,na,na,15.03,CHEAL,STEME,na,54.2,0,-1,603.18,1388.07,2.75,6.86,561,2.25,120
MA,2023,1,121,10/6/2022,2,25,18,CAPBP,na,na,26.4,CAPBP,STEME,MATMT,83.3,4.9,-0.584745763,913.89,1698.78,3.05,7.01,547,2.24,30
MA,2023,1,122,10/6/2022,2,80,44,CAPBP,na,na,45.39,CAPBP,STEME,MATMT,121.3,0.6,-0.949152542,913.89,1698.78,3.05,7.01,547,2.24,90
MA,2023,1,123,10/6/2022,2,50,30,CAPBP,na,na,46.58,CAPBP,STEME,MATMT,134.2,3,-0.745762712,913.89,1698.78,3.05,7.01,547,2.24,60
MA,2023,1,124,10/6/2022,2,15,7,CAPBP,na,na,29.35,CAPBP,STEME,MATMT,92.3,0,-1,913.89,1698.78,3.05,7.01,547,2.24,15
MA,2023,1,125,10/6/2022,2,0,0,CAPBP,na,na,2.75,CAPBP,STEME,MATMT,0,11.8,0,913.89,1698.78,3.05,7.01,547,2.24,0
MA,2023,1,126,10/6/2022,2,105,49,CAPBP,na,na,67.53,CAPBP,STEME,MATMT,253.1,0,-1,913.89,1698.78,3.05,7.01,547,2.24,120
MA,2023,2,201,10/6/2022,2,105,36,CAPBP,na,na,50.21,CAPBP,STEME,na,149,1.9,-0.899470899,913.89,1698.78,3.05,7.01,547,2.24,120
MA,2023,2,202,10/6/2022,2,80,34,CAPBP,na,na,54.18,CAPBP,STEME,na,146.8,1.6,-0.915343915,913.89,1698.78,3.05,7.01,547,2.24,90
MA,2023,2,203,10/6/2022,2,25,9,CAPBP,na,na,20.53,CAPBP,STEME,na,50.2,2.4,-0.873015873,913.89,1698.78,3.05,7.01,547,2.24,30
MA,2023,2,204,10/6/2022,2,50,25,CAPBP,na,na,31.67,CAPBP,STEME,na,88.7,1.1,-0.941798942,913.89,1698.78,3.05,7.01,547,2.24,60
MA,2023,2,205,10/6/2022,2,0,0,CAPBP,na,na,3.22,CAPBP,STEME,na,0,18.9,0,913.89,1698.78,3.05,7.01,547,2.24,0
MA,2023,2,206,10/6/2022,2,15,7,CAPBP,na,na,28.35,CAPBP,STEME,na,76.7,4.8,-0.746031746,913.89,1698.78,3.05,7.01,547,2.24,15
MA,2023,2,211,9/21/2022,1,15,20,CAPBP,na,na,69.71,CAPBP,STEME,na,184.1,0,-1,1150.70,1935.59,3.55,6.83,526,2.39,15
MA,2023,2,212,9/21/2022,1,50,47,CAPBP,na,na,29.54,CAPBP,STEME,na,101.8,3.4,-0.81420765,1150.70,1935.59,3.55,6.83,526,2.39,60
MA,2023,2,213,9/21/2022,1,0,0,CAPBP,na,na,4.55,CAPBP,STEME,na,0,18.3,0,1150.70,1935.59,3.55,6.83,526,2.39,0
MA,2023,2,214,9/21/2022,1,105,77,CAPBP,na,na,54.82,CAPBP,STEME,na,169.9,3.3,-0.819672131,1150.70,1935.59,3.55,6.83,526,2.39,120
MA,2023,2,215,9/21/2022,1,80,42,CAPBP,na,na,63.47,CAPBP,STEME,na,138.2,6.6,-0.639344262,1150.70,1935.59,3.55,6.83,526,2.39,90
MA,2023,2,216,9/21/2022,1,25,17,CAPBP,na,na,80.27,CAPBP,STEME,na,236.1,6.6,-0.639344262,1150.70,1935.59,3.55,6.83,526,2.39,30
MA,2023,2,221,10/28/2022,3,0,0,na,na,na,4.81,CHEAL,STEME,na,0,7.7,0,603.18,1388.07,2.75,6.86,561,2.25,0
MA,2023,2,222,10/28/2022,3,15,7,na,na,na,11.02,CHEAL,STEME,na,68.3,0,-1,603.18,1388.07,2.75,6.86,561,2.25,15
MA,2023,2,223,10/28/2022,3,25,20,na,na,na,15.72,CHEAL,STEME,na,58.5,0,-1,603.18,1388.07,2.75,6.86,561,2.25,30
MA,2023,2,224,10/28/2022,3,80,39,na,na,na,11.79,CHEAL,STEME,na,42.2,0,-1,603.18,1388.07,2.75,6.86,561,2.25,90
MA,2023,2,225,10/28/2022,3,105,48,na,na,na,12.86,CHEAL,STEME,na,47.7,0,-1,603.18,1388.07,2.75,6.86,561,2.25,120
MA,2023,2,226,10/28/2022,3,50,30,na,na,na,11.3,CHEAL,STEME,na,44.2,0,-1,603.18,1388.07,2.75,6.86,561,2.25,60
MA,2023,3,301,10/28/2022,3,105,54,na,na,na,15.69,CHEAL,STEME,na,53.8,0,-1,603.18,1388.07,2.75,6.86,561,2.25,120
MA,2023,3,302,10/28/2022,3,25,33,na,na,na,11.17,CHEAL,STEME,na,53.9,0,-1,603.18,1388.07,2.75,6.86,561,2.25,30
MA,2023,3,303,10/28/2022,3,80,46,na,na,na,14.13,CHEAL,STEME,na,48.9,0,-1,603.18,1388.07,2.75,6.86,561,2.25,90
MA,2023,3,304,10/28/2022,3,50,22,na,na,na,5.68,CHEAL,STEME,na,34.1,0,-1,603.18,1388.07,2.75,6.86,561,2.25,60
MA,2023,3,305,10/28/2022,3,15,5,na,na,na,1.76,CHEAL,STEME,na,30,0.7,-0.901408451,603.18,1388.07,2.75,6.86,561,2.25,15
MA,2023,3,306,10/28/2022,3,0,0,na,na,na,0,CHEAL,STEME,na,0,7.1,0,603.18,1388.07,2.75,6.86,561,2.25,0
MA,2023,3,311,10/6/2022,2,0,0,na,na,na,5.34,STEME,CAPBP,na,0,13.6,0,913.89,1698.78,3.05,7.01,547,2.24,0
MA,2023,3,312,10/6/2022,2,15,18,na,na,na,31.06,STEME,CAPBP,na,60.7,2.3,-0.830882353,913.89,1698.78,3.05,7.01,547,2.24,15
MA,2023,3,313,10/6/2022,2,50,39,na,na,na,55.51,STEME,CAPBP,na,135,0,-1,913.89,1698.78,3.05,7.01,547,2.24,60
MA,2023,3,314,10/6/2022,2,25,38,na,na,na,33.26,STEME,CAPBP,na,91,2.7,-0.801470588,913.89,1698.78,3.05,7.01,547,2.24,30
MA,2023,3,315,10/6/2022,2,80,30,na,na,na,64.52,STEME,CAPBP,na,184,1.2,-0.911764706,913.89,1698.78,3.05,7.01,547,2.24,90
MA,2023,3,316,10/6/2022,2,105,51,na,na,na,78.4,STEME,CAPBP,na,309.7,0,-1,913.89,1698.78,3.05,7.01,547,2.24,120
MA,2023,3,321,9/21/2022,1,0,0,CAPBP,na,na,9.04,CAPBP,STEME,na,0,19.1,0,1150.70,1935.59,3.55,6.83,526,2.39,0
MA,2023,3,322,9/21/2022,1,80,53,CAPBP,na,na,63.74,CAPBP,STEME,na,217.9,2.8,-0.853403141,1150.70,1935.59,3.55,6.83,526,2.39,90
MA,2023,3,323,9/21/2022,1,25,27,CAPBP,na,na,69.8,CAPBP,STEME,na,227.3,3.6,-0.811518325,1150.70,1935.59,3.55,6.83,526,2.39,30
MA,2023,3,324,9/21/2022,1,15,12,CAPBP,na,na,49.08,CAPBP,STEME,na,117.4,11.9,-0.376963351,1150.70,1935.59,3.55,6.83,526,2.39,15
MA,2023,3,325,9/21/2022,1,50,41,CAPBP,na,na,54.53,CAPBP,STEME,na,159,4,-0.790575916,1150.70,1935.59,3.55,6.83,526,2.39,60
MA,2023,3,326,9/21/2022,1,105,63,CAPBP,na,na,56.8,CAPBP,STEME,na,181.3,2.7,-0.858638743,1150.70,1935.59,3.55,6.83,526,2.39,120
NY,2022,1,1.1,11/04/2022,3,60,13,grass 1 ,grass 2,na,27.33,grass,CHEAL,na,73.3,0,-1,565.5997575,1085.386239,31.193,5.26,48,4.62,60
NY,2022,1,1.2,9/30/2022,1,120,89,na,na,na,70.59,grass,GALAP,oxalis,205.2,7,-0.814814815,1087.83,1607.62,48.324,5.16,39,3.87,120
NY,2022,1,1.3,10/21/2022,2,90,74,dock,ANTAR,na,36.13,DAUCA,TAROF,grass 1,103.1,5.6,-0.666666667,691.5178995,1211.304381,28.6895,5.38,37,4.51,90
NY,2022,2,1.4,11/04/2022,3,120,5,grass,CIRAR,na,15.14,grass,CIRAR,TAROF,44.6,12.7,-0.0078125,565.5997575,1085.386239,31.193,5.26,48,4.62,120
NY,2022,2,1.5,10/21/2022,2,120,76,grass 1 ,na,na,27.98,grass,AMBEL,na,80.7,6,0.016949153,691.5178995,1211.304381,28.6895,5.38,37,4.51,120
NY,2022,2,1.6,9/30/2022,1,120,59,grass 1 ,LOTCO,na,61.59,grass,LOTCO,na,150.6,13.1,-0.635097493,1087.83,1607.62,48.324,5.16,39,3.87,120
NY,2022,3,1.7,10/21/2022,2,30,30,grass,na,na,24.86,grass,na,na,90,7.5,-0.347826087,691.5178995,1211.304381,28.6895,5.38,37,4.51,30
NY,2022,3,1.8,9/30/2022,1,0,0,MELAL,CIRAR,grass,13.79,MELAL,grass,CIRAR,0,77.2,0,1087.83,1607.62,48.324,5.16,39,3.87,0
NY,2022,3,1.9,11/04/2022,3,120,12,CIRAR,na,na,22.29,CIRAR,aster,na,72.2,7.7,-0.65158371,565.5997575,1085.386239,31.193,5.26,48,4.62,120
NY,2022,1,2.1,11/04/2022,3,15,6,grass,baby broadleaves,na,13.62,grass,AMBEL,TRFRE,38.7,15.5,-0.196891192,565.5997575,1085.386239,31.193,5.26,48,4.62,15
NY,2022,1,2.2,9/30/2022,1,90,48,grass 1 ,grass 2,na,60.1,DACGL,FESAR,AMBEL,134.5,26.9,-0.288359788,1087.83,1607.62,48.324,5.16,39,3.87,90
NY,2022,1,2.3,10/21/2022,2,15,14,SOOCA,grass,na,24.53,grass,GLEHE,na,86.2,8.4,-0.5,691.5178995,1211.304381,28.6895,5.38,37,4.51,15
NY,2022,2,2.4,11/04/2022,3,30,1,grass 1 ,na,na,11.13,PHLPR,grass,na,47.9,16.6,0.296875,565.5997575,1085.386239,31.193,5.26,48,4.62,30
NY,2022,2,2.5,10/21/2022,2,60,52,na,na,na,26.35,TRFRE,CIRAR,grass,83.5,4.9,-0.169491525,691.5178995,1211.304381,28.6895,5.38,37,4.51,60
NY,2022,2,2.6,9/30/2022,1,60,26,TRFRE,grass,na,50.87,TRFRE,GALAP,grass,131.5,20.4,-0.431754875,1087.83,1607.62,48.324,5.16,39,3.87,60
NY,2022,3,2.7,10/21/2022,2,60,54,CIRAR,grass,na,26.93,CIRAR,grass,na,77.3,4.8,-0.582608696,691.5178995,1211.304381,28.6895,5.38,37,4.51,60
NY,2022,3,2.8,9/30/2022,1,90,57,TAROF,na,na,73.06,TAROF,CIRAR,GALAP,143.5,20.2,-0.738341969,1087.83,1607.62,48.324,5.16,39,3.87,90
NY,2022,3,2.9,11/04/2022,3,60,7,TAROF,SOOCA,na,29.33,TAROF,SOOCA,GALAP,77.4,15.6,-0.294117647,565.5997575,1085.386239,31.193,5.26,48,4.62,60
NY,2022,1,3.1,11/04/2022,3,30,2,grass,broadleaf,na,22.89,grass,AMBEL,GALAP,89.3,9.2,-0.523316062,565.5997575,1085.386239,31.193,5.26,48,4.62,30
NY,2022,1,3.2,9/30/2022,1,15,6,TAROF,ANTAR,na,22.92,grass 1,TAROF,DAUCA,49.5,14,-0.62962963,1087.83,1607.62,48.324,5.16,39,3.87,15
NY,2022,1,3.3,10/21/2022,2,0,0,grass 1 ,TAROF,na,1.9,grass 1,TAROF,DAUCA,0,16.8,0,691.5178995,1211.304381,28.6895,5.38,37,4.51,0
NY,2022,2,3.4,11/04/2022,3,15,4,GALAP,TAROF,DAUCA,14.44,GALAP,TAROF,DAUCA,26.6,24,0.875,565.5997575,1085.386239,31.193,5.26,48,4.62,15
NY,2022,2,3.5,10/21/2022,2,15,15,TAROF,na,na,17.18,ANTAR,GALAP,na,68.9,5,-0.152542373,691.5178995,1211.304381,28.6895,5.38,37,4.51,15
NY,2022,2,3.6,9/30/2022,1,90,36,TAROF,grass,GALAP,55.67,grass,GALAP,TAROF,167.2,9.3,-0.740947075,1087.83,1607.62,48.324,5.16,39,3.87,90
NY,2022,3,3.7,10/21/2022,2,120,108,grass 1 ,TAROF,na,39.63,TAROF,na,na,115,6.7,-0.417391304,691.5178995,1211.304381,28.6895,5.38,37,4.51,120
NY,2022,3,3.8,9/30/2022,1,30,33,TAROF,SOOCA,na,58.12,SOOCA,GALAP,TAROF,139.5,14.3,-0.814766839,1087.83,1607.62,48.324,5.16,39,3.87,30
NY,2022,3,3.9,11/04/2022,3,15,3,grass ,TAROF,na,18.97,TAROF,grass,na,52.9,14.8,-0.330316742,565.5997575,1085.386239,31.193,5.26,48,4.62,15
NY,2022,1,4.1,11/04/2022,3,90,16,CIRAR,grass,na,37.2,grass 1,grass 2,aster,97.2,21.3,0.103626943,565.5997575,1085.386239,31.193,5.26,48,4.62,90
NY,2022,1,4.2,9/30/2022,1,0,0,CIRAR,grass,na,4.99,grass 1,CIRAR,TAROF,0,37.8,0,1087.83,1607.62,48.324,5.16,39,3.87,0
NY,2022,1,4.3,10/21/2022,2,120,86,TAROF,grass,na,38.72,TAROF,na,na,122.6,8.5,-0.494047619,691.5178995,1211.304381,28.6895,5.38,37,4.51,120
NY,2022,2,4.4,11/04/2022,3,90,8,TAROF,CERVU,na,17.52,TAROF,aster,na,45.8,17.2,0.34375,565.5997575,1085.386239,31.193,5.26,48,4.62,90
NY,2022,2,4.5,10/21/2022,2,90,80,TAROF,grass,na,25.06,na,na,na,99.3,4.6,-0.220338983,691.5178995,1211.304381,28.6895,5.38,37,4.51,90
NY,2022,2,4.6,9/30/2022,1,15,21,DAUCA,TAROF,grass,43.2,grass,aster,DAUCA,76.7,30.7,-0.144846797,1087.83,1607.62,48.324,5.16,39,3.87,15
NY,2022,3,4.7,10/21/2022,2,0,0,grass,SOOCA,na,1.57,SOOCA,CHEAL,na,0,11.5,0,691.5178995,1211.304381,28.6895,5.38,37,4.51,0
NY,2022,3,4.8,9/30/2022,1,120,83,grass,na,na,62.76,grass,GALAP,na,166.3,6.3,-0.918393782,1087.83,1607.62,48.324,5.16,39,3.87,120
NY,2022,3,4.9,11/04/2022,3,30,3,TAROF,SOOCA,grass,14.17,SOOCA,TAROF,grass,46,11.7,-0.470588235,565.5997575,1085.386239,31.193,5.26,48,4.62,30
NY,2022,1,5.1,11/04/2022,3,120,6,TAROF,grass,na,12.87,grass,TAROF,GALAP,68.4,7.5,-0.611398964,565.5997575,1085.386239,31.193,5.26,48,4.62,120
NY,2022,1,5.2,9/30/2022,1,60,9,grass,ANTAR,na,8.98,grass,ANTAR,na,38.8,10.6,-0.71957672,1087.83,1607.62,48.324,5.16,39,3.87,60
NY,2022,1,5.3,10/21/2022,2,60,41,grass 1 ,na,na,26.64,grass,na,na,93.2,4.8,-0.714285714,691.5178995,1211.304381,28.6895,5.38,37,4.51,60
NY,2022,2,5.4,11/04/2022,3,60,10,BARVU,TAROF,grass,32.32,na,na,na,35.9,na,na,565.5997575,1085.386239,31.193,5.26,48,4.62,60
NY,2022,2,5.5,10/21/2022,2,30,22,grass,na,na,22.17,grass,na,na,82,7.5,0.271186441,691.5178995,1211.304381,28.6895,5.38,37,4.51,30
NY,2022,2,5.6,9/30/2022,1,30,22,grass 1 ,TAROF,na,48.72,GALAP,FRAVI,PLAMA,146.3,14.1,-0.60724234,1087.83,1607.62,48.324,5.16,39,3.87,30
NY,2022,3,5.7,10/21/2022,2,15,13,grass 1 ,na,na,9.27,grass,GALAP,TRFRE,44.7,5.4,-0.530434783,691.5178995,1211.304381,28.6895,5.38,37,4.51,15
NY,2022,3,5.8,9/30/2022,1,60,36,TAROF,ANTAR,dock,61.54,TAROF,dock,ANTAR,118.3,24.4,-0.683937824,1087.83,1607.62,48.324,5.16,39,3.87,60
NY,2022,3,5.9,11/04/2022,3,0,2,SOOCA,TAROF,grass,4.54,grass 1,grass 2,SOOCA,0,22.1,0,565.5997575,1085.386239,31.193,5.26,48,4.62,0
NY,2022,1,6.1,11/04/2022,3,0,2,TAROF,grass,aster,3.27,grass ,aster,TAROF,0,19.3,0,565.5997575,1085.386239,31.193,5.26,48,4.62,0
NY,2022,1,6.2,9/30/2022,1,30,18,grass 1 ,na,na,58.05,na,na,na,150.6,na,na,1087.83,1607.62,48.324,5.16,39,3.87,30
NY,2022,1,6.3,10/21/2022,2,30,27,grass,na,na,28.63,na,na,na,111.8,na,na,691.5178995,1211.304381,28.6895,5.38,37,4.51,30
NY,2022,2,6.4,11/04/2022,3,0,0,daisy,grass,na,0.6,daisy,grass,na,0,12.8,0,565.5997575,1085.386239,31.193,5.26,48,4.62,0
NY,2022,2,6.5,10/21/2022,2,0,0,na,na,na,0.04,grass,CHEAL,GALAP,0,5.9,0,691.5178995,1211.304381,28.6895,5.38,37,4.51,0
NY,2022,2,6.6,9/30/2022,1,0,0,grass 1 ,TAROF,chamomile?,8.44,grass 1,grass 2,CIRAR,0,35.9,0,1087.83,1607.62,48.324,5.16,39,3.87,0
NY,2022,3,6.7,10/21/2022,2,90,97,grass,TAROF,na,47.79,TAROF,grass,na,140.1,7,-0.391304348,691.5178995,1211.304381,28.6895,5.38,37,4.51,90
NY,2022,3,6.8,9/30/2022,1,15,8,grass,VIOAR,na,38.15,VIOAR,grass,GALAP,88.7,8.1,-0.89507772,1087.83,1607.62,48.324,5.16,39,3.87,15
NY,2022,3,6.9,11/04/2022,3,90,14,SOOCA,na,na,32.32,SOOCA,grass,TAROF,70.5,18.1,-0.180995475,565.5997575,1085.386239,31.193,5.26,48,4.62,90
NY,2023,1,101,9/30/2022,1,25,25,VER_sp,STEME,VIOAR,56.01,STEME,na,na,133.3,13.8,-0.814016173,1029.625464,1314.573475,27,6.6,15*,3.92,30
NY,2023,1,102,10/25/2022,3,15,22,VER_sp,STEME,VIOAR,31.91,STEME,VIOAR,na,73.4,0.1,-0.8,777.2196632,1062.167674,13.4,6.61,119,3.39,15
NY,2023,1,103,10/12/2022,2,25,15,VER_sp,STEME,VIOAR,35.4,STEME,na,na,89.2,1.7,-0.961451247,901.3908129,1186.338824,19.15,6.5,121,3.35,30
NY,2023,2,104,10/25/2022,3,50,59,VER_sp,STEME,VIOAR,38.92,STEME,VIOAR,na,89.5,0.9,-0.55,777.2196632,1062.167674,13.4,6.61,119,3.39,60
NY,2023,2,105,10/12/2022,2,50,25,VER_sp,STEME,VIOAR,40.39,STEME,VIOAR,na,97.4,2.5,-0.637681159,901.3908129,1186.338824,19.15,6.5,121,3.35,60
NY,2023,2,106,9/30/2022,1,0,0,VER_sp,STEME,VIOAR,18.04,CAPBP,VIOAR,STEME,0,57.7,0,1029.625464,1314.573475,27,6.6,15*,3.92,0
NY,2023,3,107,10/25/2022,3,50,61,VER_sp,STEME,VIOAR,38.77,VIOAR,STEME,na,79.9,3.4,-0.604651163,777.2196632,1062.167674,13.4,6.61,119,3.39,60
NY,2023,3,108,10/12/2022,2,80,51,VER_sp,STEME,VIOAR,52.02,VIOAR,STEME,na,129.3,1.6,-0.946308725,901.3908129,1186.338824,19.15,6.5,121,3.35,90
NY,2023,3,109,9/30/2022,1,0,0,VER_sp,STEME,VIOAR,15.5,STEME,VIOAR,na,0,69.8,0,1029.625464,1314.573475,27,6.6,15*,3.92,0
NY,2023,1,201,9/30/2022,1,105,88,VER_sp,STEME,VIOAR,69.63,VIOAR,STEME,na,213,4.3,-0.942048518,1029.625464,1314.573475,27,6.6,15*,3.92,120
NY,2023,1,202,10/25/2022,3,105,121,VER_sp,STEME,VIOAR,44.11,na,na,na,106.1,0.1,-0.8,777.2196632,1062.167674,13.4,6.61,119,3.39,120
NY,2023,1,203,10/12/2022,2,80,41,VER_sp,STEME,VIOAR,47.75,VIOAR,STEME,na,122.6,2.3,-0.947845805,901.3908129,1186.338824,19.15,6.5,121,3.35,90
NY,2023,2,204,10/25/2022,3,0,0,VER_sp,STEME,VIOAR,0.23,VIOAR,CHEAL,na,0,2,0,777.2196632,1062.167674,13.4,6.61,119,3.39,0
NY,2023,2,205,10/12/2022,2,105,58,VER_sp,STEME,VIOAR,40.45,VIOAR,na,na,105.1,0.3,-0.956521739,901.3908129,1186.338824,19.15,6.5,121,3.35,120
NY,2023,2,206,9/30/2022,1,50,35,VER_sp,STEME,VIOAR,65.53,VIOAR,STEME,na,159.6,19.3,-0.665511265,1029.625464,1314.573475,27,6.6,15*,3.92,60
NY,2023,3,207,10/25/2022,3,0,0,VER_sp,STEME,VIOAR,0.33,VIOAR,CHEAL,STEME,0,8.6,0,777.2196632,1062.167674,13.4,6.61,119,3.39,0
NY,2023,3,208,10/12/2022,2,15,11,VER_sp,STEME,VIOAR,36.35,VIOAR,STEME,na,99.3,3.5,-0.882550336,901.3908129,1186.338824,19.15,6.5,121,3.35,15
NY,2023,3,209,9/30/2022,1,50,39,VER_sp,STEME,VIOAR,80.75,VIOAR,STEME,na,245.9,29,-0.584527221,1029.625464,1314.573475,27,6.6,15*,3.92,60
NY,2023,1,301,9/30/2022,1,15,10,VER_sp,STEME,VIOAR,55.2,VER_sp,STEME,VIOAR,100,16.9,-0.772237197,1029.625464,1314.573475,27,6.6,15*,3.92,15
NY,2023,1,302,10/25/2022,3,80,73,VER_sp,STEME,VIOAR,33.26,VIOAR,na,na,76.8,0.9,0.8,777.2196632,1062.167674,13.4,6.61,119,3.39,90
NY,2023,1,303,10/12/2022,2,15,10,VER_sp,STEME,VIOAR,29.49,CAPBP,STEME,VIOAR,91.8,4.2,-0.904761905,901.3908129,1186.338824,19.15,6.5,121,3.35,15
NY,2023,2,304,10/25/2022,3,80,70,VER_sp,STEME,VIOAR,37.5,VER_sp,STEME,na,89.7,0.4,-0.8,777.2196632,1062.167674,13.4,6.61,119,3.39,90
NY,2023,2,305,10/12/2022,2,25,24,VER_sp,STEME,VIOAR,42.72,STEME,VIOAR,na,115.7,1.6,-0.768115942,901.3908129,1186.338824,19.15,6.5,121,3.35,30
NY,2023,2,306,9/30/2022,1,80,58,VER_sp,STEME,VIOAR,67.03,STEME,VIOAR,na,157.7,19.7,-0.658578856,1029.625464,1314.573475,27,6.6,15*,3.92,90
NY,2023,3,307,10/25/2022,3,15,19,VER_sp,STEME,VIOAR,28.77,STEME,VIOAR,na,78.7,2.7,-0.686046512,777.2196632,1062.167674,13.4,6.61,119,3.39,15
NY,2023,3,308,10/12/2022,2,105,77,VER_sp,STEME,VIOAR,44.19,STEME,VIOAR,na,122.7,2.1,-0.929530201,901.3908129,1186.338824,19.15,6.5,121,3.35,120
NY,2023,3,309,9/30/2022,1,25,26,VER_sp,STEME,VIOAR,67.94,STEME,VIOAR,na,180.3,10.4,-0.851002865,1029.625464,1314.573475,27,6.6,15*,3.92,30
NY,2023,1,401,9/30/2022,1,80,56,VER_sp,STEME,VIOAR,62.91,STEME,VIOAR,na,178.9,11.2,-0.849056604,1029.625464,1314.573475,27,6.6,15*,3.92,90
NY,2023,1,402,10/25/2022,3,50,57,VER_sp,STEME,VIOAR,39.17,na,na,na,92.2,0,-1,777.2196632,1062.167674,13.4,6.61,119,3.39,60
NY,2023,1,403,10/12/2022,2,0,0,VER_sp,STEME,VIOAR,3.92,VIOAR,STEME,na,0,44.1,0,901.3908129,1186.338824,19.15,6.5,121,3.35,0
NY,2023,2,404,10/25/2022,3,25,17,VER_sp,STEME,VIOAR,23.05,VIOAR,na,na,61.2,0.4,-0.8,777.2196632,1062.167674,13.4,6.61,119,3.39,30
NY,2023,2,405,10/12/2022,2,15,11,VER_sp,STEME,VIOAR,28.02,VER_sp,CHEAL,na,105.8,0,-1,901.3908129,1186.338824,19.15,6.5,121,3.35,15
NY,2023,2,406,9/30/2022,1,15,12,VER_sp,STEME,VIOAR,50,STEME,VIOAR,na,133.1,16,-0.72270364,1029.625464,1314.573475,27,6.6,15*,3.92,15
NY,2023,3,407,10/25/2022,3,80,78,VER_sp,STEME,VIOAR,47.65,STEME,VIOAR,na,97.6,10.1,0.174418605,777.2196632,1062.167674,13.4,6.61,119,3.39,90
NY,2023,3,408,10/12/2022,2,50,39,VER_sp,STEME,VIOAR,50.86,STEME,VIOAR,na,119.9,7,-0.765100671,901.3908129,1186.338824,19.15,6.5,121,3.35,60
NY,2023,3,409,9/30/2022,1,15,15,VER_sp,STEME,VIOAR,67.61,STEME,VIOAR,VER_sp,190.4,18.3,-0.73782235,1029.625464,1314.573475,27,6.6,15*,3.92,15
NY,2023,1,501,9/30/2022,1,50,37,VER_sp,STEME,VIOAR,58.7,STEME,VIOAR,na,147.9,6.4,-0.913746631,1029.625464,1314.573475,27,6.6,15*,3.92,60
NY,2023,1,502,10/25/2022,3,25,33,VER_sp,STEME,VIOAR,29.98,na,na,na,66.5,0,-1,777.2196632,1062.167674,13.4,6.61,119,3.39,30
NY,2023,1,503,10/12/2022,2,50,38,VER_sp,STEME,VIOAR,42.58,VIOAR,STEME,na,90.7,1.2,-0.972789116,901.3908129,1186.338824,19.15,6.5,121,3.35,60
NY,2023,2,504,10/25/2022,3,105,78,VER_sp,STEME,VIOAR,38.62,STEME,na,na,84.9,0.1,-0.95,777.2196632,1062.167674,13.4,6.61,119,3.39,120
NY,2023,2,505,10/12/2022,2,80,39,VER_sp,STEME,VIOAR,36.12,STEME,na,na,89,1,-0.855072464,901.3908129,1186.338824,19.15,6.5,121,3.35,90
NY,2023,2,506,9/30/2022,1,105,76,VER_sp,STEME,VIOAR,69.92,VIOAR,STEME,VER_sp,193.9,12.1,-0.790294627,1029.625464,1314.573475,27,6.6,15*,3.92,120
NY,2023,3,507,10/25/2022,3,25,34,VER_sp,STEME,VIOAR,34.49,STEME,na,na,101.1,1.1,-0.872093023,777.2196632,1062.167674,13.4,6.61,119,3.39,30
NY,2023,3,508,10/12/2022,2,0,0,VER_sp,STEME,VIOAR,1.57,CHEAL,ANTAR,VER_sp,0,29.8,0,901.3908129,1186.338824,19.15,6.5,121,3.35,0
NY,2023,3,509,9/30/2022,1,80,60,VER_sp,STEME,VIOAR,74.76,STEME,VIOAR,na,201.2,17.5,-0.749283668,1029.625464,1314.573475,27,6.6,15*,3.92,90
